index,paramerter,true,pred,likelihood_lifespan,n
0,1,28.240982055664062,26.02821922302246,26.804948575429034,581
0,2,65.92404174804688,59.50752258300781,59.3020818288225,581
0,3,31.052629470825195,35.86310958862305,33.455211377851086,581
1,1,4.700756549835205,1.876667857170105,4.381866903727312,607
1,2,67.70154571533203,72.36065673828125,66.01915404894724,607
1,3,10.747926712036133,10.391241073608398,8.879580093449253,607
2,1,87.09579467773438,86.80323028564453,85.66278807750396,578
2,2,18.910432815551758,16.18553352355957,18.8474706322439,578
2,3,43.94293975830078,41.53295135498047,42.15456198965118,578
3,1,49.31306076049805,39.77505874633789,38.41819539421651,1107
3,2,21.0740909576416,18.471940994262695,19.97308999107177,1107
3,3,18.35751724243164,18.11347770690918,18.74795394901189,1107
4,1,64.2809066772461,67.51753234863281,68.182342285581,1134
4,2,88.71349334716797,87.72168731689453,88.90843219363538,1134
4,3,70.65166473388672,80.18338775634766,78.89826172533309,1134
5,1,28.14104461669922,28.825136184692383,29.11391478454387,2874
5,2,35.35513687133789,36.375038146972656,36.75929455303243,2874
5,3,4.49708890914917,3.6121442317962646,4.8916241033294945,2874
6,1,35.114768981933594,35.14455032348633,34.3019424655982,1198
6,2,36.6585578918457,34.92594909667969,35.06690117194848,1198
6,3,89.7415542602539,88.45417785644531,89.66051051632584,1198
7,1,24.624460220336914,22.924951553344727,23.568423300372846,1104
7,2,23.807628631591797,25.418346405029297,24.427848114635896,1104
7,3,72.78499603271484,74.05729675292969,72.50138644599205,1104
8,1,19.837112426757812,19.799009323120117,19.690653207678803,1529
8,2,94.20649719238281,84.70958709716797,87.60701577540216,1529
8,3,79.99747467041016,71.6629638671875,69.70839827354796,1529
9,1,12.66082763671875,10.423293113708496,14.817312368287217,1448
9,2,53.17574691772461,43.8282585144043,42.47118401589138,1448
9,3,58.26239013671875,61.11201095581055,59.32140345678002,1448
10,1,90.84306335449219,90.32544708251953,92.77699785633729,2147
10,2,26.131471633911133,27.233200073242188,26.54521209899152,2147
10,3,52.494110107421875,52.1043586730957,52.13033397365321,2147
11,1,67.52608489990234,64.60909271240234,64.55365102946595,737
11,2,81.25125122070312,79.3532485961914,80.38658202478325,737
11,3,2.7801575660705566,3.0342719554901123,3.6687134827246117,737
12,1,39.371543884277344,37.611087799072266,37.52970484150151,997
12,2,70.41525268554688,65.94782257080078,63.97557859000468,997
12,3,26.441720962524414,23.81488800048828,23.562888501907786,997
13,1,9.820544242858887,5.4504241943359375,8.50228658925213,803
13,2,11.635017395019531,8.072559356689453,10.034888549523794,803
13,3,41.48775863647461,47.84314727783203,44.59931810865584,803
14,1,12.226463317871094,10.906495094299316,inf,2027
14,2,96.89907836914062,95.5914077758789,inf,2027
14,3,9.362570762634277,8.55994701385498,0.0,2027
15,1,41.367401123046875,41.03368377685547,41.41255534057193,1357
15,2,24.1229305267334,25.57203483581543,24.37969134656969,1357
15,3,67.40617370605469,65.02839660644531,65.51466378020126,1357
16,1,71.33772277832031,65.39186096191406,64.62161515029148,1577
16,2,99.1810531616211,90.72798156738281,92.21248231855928,1577
16,3,16.273242950439453,12.742644309997559,14.99020174465836,1577
17,1,27.312103271484375,26.37096405029297,25.81381252530208,1335
17,2,88.99815368652344,83.88028717041016,86.32330619724462,1335
17,3,39.36707305908203,44.1634521484375,41.18905014654524,1335
18,1,55.41333770751953,56.458396911621094,55.48511208013792,1993
18,2,93.4264144897461,90.02666473388672,93.25498440124676,1993
18,3,35.816959381103516,35.21199417114258,36.36558757353847,1993
19,1,79.68832397460938,83.44145965576172,106.83320675929788,2882
19,2,94.57476806640625,95.11656951904297,99.55613978343936,2882
19,3,88.29396057128906,83.37590789794922,83.93988371820264,2882
20,1,43.21390151977539,42.4965705871582,42.98914455472226,2095
20,2,69.2750244140625,66.37147521972656,67.3588144718086,2095
20,3,78.95220947265625,81.03002166748047,79.62462434950588,2095
21,1,9.976967811584473,8.95621109008789,10.071831387926299,1409
21,2,63.66249465942383,69.09198760986328,68.05127563276491,1409
21,3,46.96733093261719,41.05169677734375,39.68468844031858,1409
22,1,40.00345993041992,40.508148193359375,40.573083481625325,2749
22,2,32.15787887573242,33.742069244384766,32.505341692501055,2749
22,3,61.746986389160156,63.16613006591797,64.11647137178059,2749
23,1,60.10590362548828,56.106815338134766,55.812185040639854,1682
23,2,9.693159103393555,8.428620338439941,9.765302009457306,1682
23,3,78.25292205810547,80.75940704345703,79.69952015851983,1682
24,1,20.91837501525879,18.198650360107422,17.185504520377968,1668
24,2,14.927363395690918,17.10590171813965,14.380591616268843,1668
24,3,2.0598220825195312,1.9738448858261108,2.072528811124547,1668
25,1,79.33379364013672,67.84092712402344,66.83135462284828,819
25,2,59.764076232910156,51.4073600769043,47.45464023402278,819
25,3,43.37213134765625,43.343257904052734,44.3429342375188,819
26,1,57.56483840942383,57.321937561035156,56.31825729461793,2344
26,2,82.8009033203125,88.03092956542969,86.91938927244459,2344
26,3,16.353515625,15.811843872070312,16.455766837135457,2344
27,1,33.79530715942383,31.363433837890625,32.89716828196372,1920
27,2,22.442502975463867,21.228229522705078,21.199679419002994,1920
27,3,27.35127067565918,26.501535415649414,26.80439395152018,1920
28,1,87.90674591064453,90.11495971679688,89.38053509260457,1517
28,2,14.826592445373535,16.428421020507812,14.824326338231138,1517
28,3,31.591148376464844,34.96635818481445,34.69112886079536,1517
29,1,39.717464447021484,37.415916442871094,37.6001207816992,647
29,2,48.79570388793945,53.078670501708984,53.86214535490233,647
29,3,30.514619827270508,34.879981994628906,33.29138020613351,647
30,1,23.24970245361328,24.909915924072266,24.468221603374552,3862
30,2,84.71406555175781,83.4284896850586,84.8968054011158,3862
30,3,44.13726806640625,43.28895568847656,42.891471986548,3862
31,1,30.48047637939453,30.384170532226562,30.283980843123587,2306
31,2,23.577909469604492,24.91302490234375,24.80497418898403,2306
31,3,91.63851928710938,92.34148406982422,92.30358911732218,2306
32,1,24.320919036865234,25.541006088256836,24.777517217223693,3722
32,2,86.2834701538086,90.01616668701172,93.78684301525665,3722
32,3,89.61151885986328,90.552490234375,89.66276221119753,3722
33,1,78.89276123046875,87.32196044921875,91.44969317642578,3567
33,2,30.81914710998535,31.578338623046875,30.199966708118886,3567
33,3,41.62097930908203,43.79575729370117,43.35473253386744,3567
34,1,95.46001434326172,81.4786376953125,83.38733132192989,533
34,2,23.09710121154785,23.445159912109375,23.07557181000274,533
34,3,73.70453643798828,77.68533325195312,77.98925576725513,533
35,1,8.0856294631958,5.901914119720459,6.85194883503658,2031
35,2,17.14141082763672,15.385527610778809,17.157444825415414,2031
35,3,20.311012268066406,20.595067977905273,20.92900743770859,2031
36,1,67.21067810058594,68.3625717163086,68.23283449792113,3834
36,2,70.95926666259766,69.95150756835938,70.12659953977048,3834
36,3,90.43208312988281,89.85256958007812,90.0255837969797,3834
37,1,70.0949478149414,63.935611724853516,62.89687940869955,3366
37,2,30.360692977905273,31.83078384399414,30.775863017316006,3366
37,3,54.56037521362305,55.82032775878906,55.189863710247884,3366
38,1,43.47471618652344,40.423709869384766,40.75156090416184,1377
38,2,7.864729404449463,7.685726165771484,8.383893333825403,1377
38,3,46.25218200683594,44.726539611816406,43.63628893240885,1377
39,1,59.563541412353516,59.458133697509766,59.302776290640594,1235
39,2,80.54899597167969,77.23712921142578,77.94015908844393,1235
39,3,17.18219757080078,19.04994773864746,17.884846573640466,1235
40,1,83.37928009033203,81.63045501708984,81.62543723839833,1098
40,2,19.960548400878906,19.97976303100586,19.545521893414747,1098
40,3,68.00218963623047,77.80548858642578,73.9134024622203,1098
41,1,68.07319641113281,65.8582763671875,65.86741177129008,3296
41,2,17.756322860717773,16.763965606689453,18.466020799488067,3296
41,3,23.24707794189453,20.809274673461914,22.30546395522697,3296
42,1,33.35758972167969,33.254844665527344,33.48367403910243,3434
42,2,42.31010818481445,46.053916931152344,45.14120308472632,3434
42,3,46.66642379760742,48.32746124267578,47.51416491087833,3434
43,1,12.844701766967773,13.313523292541504,12.410395082818772,3419
43,2,90.99752044677734,96.39958190917969,105.79174251624302,3419
43,3,53.09089660644531,47.29696273803711,49.969841649915544,3419
44,1,37.79957580566406,36.35300064086914,37.07178797389863,2680
44,2,34.849029541015625,35.94878387451172,34.635303721114134,2680
44,3,57.233123779296875,58.72871780395508,57.30287908149178,2680
45,1,55.10796356201172,62.428192138671875,61.7748138615439,4198
45,2,31.334800720214844,31.066720962524414,30.41442530452211,4198
45,3,26.697223663330078,27.183935165405273,25.122281072198664,4198
46,1,72.43154907226562,75.052978515625,76.20211642797013,905
46,2,38.555572509765625,35.19302749633789,34.512972001869066,905
46,3,55.196590423583984,61.06427764892578,57.73487039023612,905
47,1,97.92402648925781,94.09564971923828,98.50283046188586,2933
47,2,36.35749053955078,37.32596969604492,35.99012737205287,2933
47,3,43.562198638916016,44.61032485961914,45.78707250688199,2933
48,1,98.43730926513672,94.72876739501953,100.93226374188318,2826
48,2,19.032302856445312,21.162410736083984,19.462487922894873,2826
48,3,84.34121704101562,88.00167083740234,86.82815504147398,2826
49,1,11.0924072265625,7.945296287536621,10.796755028711766,3789
49,2,72.2691421508789,75.97516632080078,75.46360170385393,3789
49,3,40.925804138183594,40.407344818115234,39.63776239526655,3789
50,1,96.21566772460938,92.900146484375,94.38355853054468,3433
50,2,34.39813995361328,34.85760498046875,34.051436100364384,3433
50,3,37.212982177734375,38.3695182800293,36.877838865270405,3433
51,1,27.060895919799805,24.965728759765625,25.779834259526737,4123
51,2,19.225370407104492,20.013402938842773,19.79750124664977,4123
51,3,69.08952331542969,68.566162109375,68.85386463197958,4123
52,1,41.365116119384766,42.21583938598633,43.18077638844598,3728
52,2,18.92508888244629,18.604408264160156,19.204337184951026,3728
52,3,68.74132537841797,69.5067367553711,69.21209913137889,3728
53,1,26.6495361328125,25.783672332763672,25.763024840374808,4415
53,2,68.93347930908203,68.7540283203125,69.67527213022957,4415
53,3,82.80709075927734,84.75092315673828,83.58383707816893,4415
54,1,60.772682189941406,64.72794342041016,63.8986137518456,2143
54,2,7.3695454597473145,5.876983642578125,8.35413498211284,2143
54,3,86.49784088134766,85.30130004882812,83.43695701016668,2143
55,1,31.967193603515625,29.459243774414062,29.685092047725654,2941
55,2,28.691923141479492,27.806245803833008,28.430778194785745,2941
55,3,36.96998977661133,37.233882904052734,36.63712558207688,2941
56,1,80.47352600097656,80.54525756835938,79.80543686459093,4982
56,2,59.222251892089844,58.79417037963867,59.481733673618294,4982
56,3,11.619139671325684,10.705737113952637,11.343957915379937,4982
57,1,55.11455154418945,52.96098709106445,54.13912497413856,4352
57,2,45.678794860839844,45.973915100097656,45.235297318980955,4352
57,3,68.72738647460938,69.48942565917969,69.78607500736706,4352
58,1,36.62620162963867,37.02260208129883,37.27172644031917,2470
58,2,35.52666091918945,37.567649841308594,37.083054941035904,2470
58,3,58.62995910644531,59.635467529296875,59.429105606533554,2470
59,1,56.82774353027344,59.019832611083984,57.98331665785698,1005
59,2,22.072715759277344,19.472925186157227,19.294586775991608,1005
59,3,49.13460159301758,56.702903747558594,52.64793823768388,1005
60,1,87.291259765625,90.36009979248047,90.0731518386483,717
60,2,9.862308502197266,3.388467311859131,4.144539509509636,717
60,3,35.18181610107422,35.139827728271484,34.011568960328596,717
61,1,51.60359573364258,48.423851013183594,48.97497629005502,2072
61,2,10.705198287963867,12.766897201538086,11.63103851090838,2072
61,3,90.94759368896484,87.44467163085938,88.67332102973106,2072
62,1,75.46562957763672,79.7842025756836,79.99534155584121,3278
62,2,51.38707733154297,52.60799026489258,50.92581108645616,3278
62,3,68.69395446777344,72.52162170410156,72.95030043605847,3278
63,1,70.99900817871094,71.26107025146484,71.93977624826542,4554
63,2,79.27633666992188,76.560546875,78.02457648412484,4554
63,3,42.7939453125,44.02128219604492,43.323558829200685,4554
64,1,91.74742889404297,87.02978515625,88.98822499312043,1636
64,2,72.78833770751953,67.43880462646484,67.2925629315729,1636
64,3,22.418087005615234,22.078197479248047,24.105913059008845,1636
65,1,72.73434448242188,66.19499969482422,65.89501196408128,3953
65,2,27.873022079467773,28.083545684814453,27.1114743435061,3953
65,3,46.238529205322266,48.68567657470703,47.931795196612775,3953
66,1,89.62308502197266,78.19682312011719,79.02392124662062,4492
66,2,47.84638595581055,54.99834060668945,51.77777997258676,4492
66,3,64.2146224975586,65.28575134277344,64.07618588313494,4492
67,1,50.73724365234375,48.99095153808594,49.89420312504048,1788
67,2,15.395626068115234,16.366941452026367,15.7684993264606,1788
67,3,76.79375457763672,82.62584686279297,78.42679244910288,1788
68,1,70.77276611328125,73.36790466308594,74.43601703828828,2971
